date,tournament,surface,source_player,rd,rk,vrk,winner,loser,score
26-May-2025,Roland Garros,Clay,Lorenzo Musetti,R16,7,10,Lorenzo Musetti,Holger Rune,7-5 3-6 6-3 6-2
26-May-2025,Roland Garros,Clay,Lorenzo Musetti,R32,7,97,Lorenzo Musetti,Mariano Navone,4-6 6-4 6-3 6-2
26-May-2025,Roland Garros,Clay,Lorenzo Musetti,R64,7,122,Lorenzo Musetti,Daniel Elahi Galan,6-4 6-0 6-4
26-May-2025,Roland Garros,Clay,Lorenzo Musetti,R128,7,142,Lorenzo Musetti,Yannick Hanfmann,7-5 6-2 6-0
7-May-2025,Rome Masters,Clay,Lorenzo Musetti,SF,9,3,Carlos Alcaraz,Lorenzo Musetti,6-3 7-6(4)
7-May-2025,Rome Masters,Clay,Lorenzo Musetti,QF,9,2,Lorenzo Musetti,Alexander Zverev,7-6(1) 6-4
7-May-2025,Rome Masters,Clay,Lorenzo Musetti,R16,9,11,Lorenzo Musetti,Daniil Medvedev,7-5 6-4
7-May-2025,Rome Masters,Clay,Lorenzo Musetti,R32,9,29,Lorenzo Musetti,Brandon Nakashima,6-4 6-3
7-May-2025,Rome Masters,Clay,Lorenzo Musetti,R64,9,130,Lorenzo Musetti,Otto Virtanen,6-3 6-2
23-Apr-2025,Madrid Masters,Clay,Lorenzo Musetti,SF,11,6,Jack Draper,Lorenzo Musetti,6-3 7-6(4)
23-Apr-2025,Madrid Masters,Clay,Lorenzo Musetti,QF,11,78,Lorenzo Musetti,Gabriel Diallo,6-4 6-3
23-Apr-2025,Madrid Masters,Clay,Lorenzo Musetti,R16,11,7,Lorenzo Musetti,Alex De Minaur,6-4 6-2
23-Apr-2025,Madrid Masters,Clay,Lorenzo Musetti,R32,11,18,Lorenzo Musetti,Stefanos Tsitsipas,7-5 7-6(3)
23-Apr-2025,Madrid Masters,Clay,Lorenzo Musetti,R64,11,51,Lorenzo Musetti,Tomas Martin Etcheverry,7-6(3) 6-2
18-Mar-2026,Miami Masters,Hard,Arthur Fils,SF,31,22,Jiri Lehecka,Arthur Fils,6-2 6-2
18-Mar-2026,Miami Masters,Hard,Arthur Fils,QF,31,23,Arthur Fils,Tommy Paul,6-7(3) 7-6(4) 7-6(6)
18-Mar-2026,Miami Masters,Hard,Arthur Fils,R16,31,25,Arthur Fils,Valentin Vacherot,6-4 6-7(4) 6-4
18-Mar-2026,Miami Masters,Hard,Arthur Fils,R32,31,51,Arthur Fils,Stefanos Tsitsipas,6-0 6-1
18-Mar-2026,Miami Masters,Hard,Arthur Fils,R64,31,272,Arthur Fils,Darwin Blanch,6-2 6-3
4-Mar-2026,Indian Wells Masters,Hard,Arthur Fils,QF,32,4,Alexander Zverev,Arthur Fils,6-2 6-3
4-Mar-2026,Indian Wells Masters,Hard,Arthur Fils,R16,32,9,Arthur Fils,Felix Auger Aliassime,6-3 7-6(9)
4-Mar-2026,Indian Wells Masters,Hard,Arthur Fils,R32,32,56,Arthur Fils,Marton Fucsovics,6-3 7-5
4-Mar-2026,Indian Wells Masters,Hard,Arthur Fils,R64,32,119,Arthur Fils,Dino Prizmic,6-2 3-2 RET
16-Feb-2026,Doha,Hard,Arthur Fils,F,40,1,Carlos Alcaraz,Arthur Fils,6-2 6-1
16-Feb-2026,Doha,Hard,Arthur Fils,SF,40,16,Arthur Fils,Jakub Mensik,6-4 7-6(4)
16-Feb-2026,Doha,Hard,Arthur Fils,QF,40,22,Arthur Fils,Jiri Lehecka,6-3 6-3
16-Feb-2026,Doha,Hard,Arthur Fils,R16,40,72,Arthur Fils,Quentin Halys,6-1 7-6(7)
16-Feb-2026,Doha,Hard,Arthur Fils,R32,40,56,Arthur Fils,Kamil Majchrzak,6-7(5) 6-3 6-4
9-Feb-2026,Rotterdam,Hard,Arthur Fils,R32,42,8,Alex De Minaur,Arthur Fils,7-6(3) 6-2
2-Feb-2026,Montpellier,Hard,Arthur Fils,QF,42,8,Felix Auger Aliassime,Arthur Fils,6-4 6-2
2-Feb-2026,Montpellier,Hard,Arthur Fils,R16,42,174,Arthur Fils,Ugo Blanchet,7-6(4) 7-5
2-Feb-2026,Montpellier,Hard,Arthur Fils,R32,42,56,Arthur Fils,Valentin Royer,7-6(7) 6-7(4) 6-2
27-Jul-2025,Canada Masters,Hard,Arthur Fils,R32,21,27,Jiri Lehecka,Arthur Fils,3-6 6-3 6-4
27-Jul-2025,Canada Masters,Hard,Arthur Fils,R64,21,93,Arthur Fils,Pablo Carreno Busta,6-3 6-4
26-May-2025,Roland Garros,Clay,Arthur Fils,R32,14,15,Andrey Rublev,Arthur Fils,W/O
26-May-2025,Roland Garros,Clay,Arthur Fils,R64,14,57,Arthur Fils,Jaume Munar,7-6(3) 7-6(4) 2-6 0-6 6-4
26-May-2025,Roland Garros,Clay,Arthur Fils,R128,14,149,Arthur Fils,Nicolas Jarry,6-3 6-4 6-7(6) 6-3
7-May-2025,Rome Masters,Clay,Arthur Fils,R16,14,2,Alexander Zverev,Arthur Fils,7-6(3) 6-1
7-May-2025,Rome Masters,Clay,Arthur Fils,R32,14,19,Arthur Fils,Stefanos Tsitsipas,2-6 6-4 6-2
7-May-2025,Rome Masters,Clay,Arthur Fils,R64,14,35,Arthur Fils,Tallon Griekspoor,6-2 6-2
23-Apr-2025,Madrid Masters,Clay,Arthur Fils,R64,14,70,Francisco Comesana,Arthur Fils,7-6(4) 6-4
14-Apr-2025,Barcelona,Clay,Arthur Fils,SF,14,2,Carlos Alcaraz,Arthur Fils,6-2 6-4
14-Apr-2025,Barcelona,Clay,Arthur Fils,QF,14,16,Arthur Fils,Stefanos Tsitsipas,2-0 RET
14-Apr-2025,Barcelona,Clay,Arthur Fils,R16,14,49,Arthur Fils,Pedro Martinez,6-3 6-2
14-Apr-2025,Barcelona,Clay,Arthur Fils,R32,14,99,Arthur Fils,Pablo Carreno Busta,7-6(6) 6-3
30-Mar-2026,Houston,Clay,Ben Shelton,QF,9,83,Thiago Agustin Tirante,Ben Shelton,6-7(5) 6-3 6-4
30-Mar-2026,Houston,Clay,Ben Shelton,R16,9,263,Ben Shelton,Zhizhen Zhang,7-6(5) 7-6(3)
18-Mar-2026,Miami Masters,Hard,Ben Shelton,R64,9,84,Alexander Shevchenko,Ben Shelton,6-7(3) 7-6(3) 6-3
4-Mar-2026,Indian Wells Masters,Hard,Ben Shelton,R32,8,27,Learner Tien,Ben Shelton,7-6(3) 4-6 6-3
4-Mar-2026,Indian Wells Masters,Hard,Ben Shelton,R64,8,68,Ben Shelton,Reilly Opelka,6-7(3) 7-6(4) 6-3
9-Feb-2026,Dallas,Hard,Ben Shelton,F,9,7,Ben Shelton,Taylor Fritz,3-6 6-3 7-5
9-Feb-2026,Dallas,Hard,Ben Shelton,SF,9,40,Ben Shelton,Denis Shapovalov,4-6 6-4 7-6(4)
9-Feb-2026,Dallas,Hard,Ben Shelton,QF,9,66,Ben Shelton,Miomir Kecmanovic,5-7 6-3 6-4
9-Feb-2026,Dallas,Hard,Ben Shelton,R16,9,52,Ben Shelton,Adrian Mannarino,7-6(2) 6-7(4) 6-3
9-Feb-2026,Dallas,Hard,Ben Shelton,R32,9,38,Ben Shelton,Gabriel Diallo,6-4 6-4
19-Jan-2026,Australian Open,Hard,Ben Shelton,QF,7,2,Jannik Sinner,Ben Shelton,6-3 6-4 6-4
19-Jan-2026,Australian Open,Hard,Ben Shelton,R16,7,13,Ben Shelton,Casper Ruud,3-6 6-4 6-3 6-4
19-Jan-2026,Australian Open,Hard,Ben Shelton,R32,7,31,Ben Shelton,Valentin Vacherot,6-4 6-4 7-6(5)
19-Jan-2026,Australian Open,Hard,Ben Shelton,R64,7,182,Ben Shelton,Dane Sweeny,6-3 6-2 6-2
19-Jan-2026,Australian Open,Hard,Ben Shelton,R128,7,33,Ben Shelton,Ugo Humbert,6-3 7-6(2) 7-6(5)
12-Jan-2026,Auckland,Hard,Ben Shelton,QF,8,39,Sebastian Baez,Ben Shelton,7-5 6-3
12-Jan-2026,Auckland,Hard,Ben Shelton,R16,8,68,Ben Shelton,Francisco Comesana,7-5 6-4
9-Nov-2025,Tour Finals,Hard,Ben Shelton,RR,5,2,Jannik Sinner,Ben Shelton,6-3 7-6(3)
9-Nov-2025,Tour Finals,Hard,Ben Shelton,RR,5,3,Alexander Zverev,Ben Shelton,6-3 7-6(6)
9-Nov-2025,Tour Finals,Hard,Ben Shelton,RR,5,8,Felix Auger Aliassime,Ben Shelton,4-6 7-6(7) 7-5
27-Oct-2025,Paris Masters,Hard,Ben Shelton,QF,7,2,Jannik Sinner,Ben Shelton,6-3 6-3
27-Oct-2025,Paris Masters,Hard,Ben Shelton,R16,7,17,Ben Shelton,Andrey Rublev,7-6(6) 6-3
27-Oct-2025,Paris Masters,Hard,Ben Shelton,R32,7,23,Ben Shelton,Flavio Cobolli,7-6(4) 6-3
20-Oct-2025,Basel,Hard,Ben Shelton,R16,6,42,Jaume Munar,Ben Shelton,6-3 6-4
20-Oct-2025,Basel,Hard,Ben Shelton,R32,6,70,Ben Shelton,Kamil Majchrzak,6-7(2) 6-3 7-6(7)
1-Oct-2025,Shanghai Masters,Hard,Ben Shelton,R64,6,83,David Goffin,Ben Shelton,6-2 6-4
25-Aug-2025,US Open,Hard,Ben Shelton,R32,6,77,Adrian Mannarino,Ben Shelton,3-6 6-3 4-6 6-4 RET
25-Aug-2025,US Open,Hard,Ben Shelton,R64,6,137,Ben Shelton,Pablo Carreno Busta,6-4 6-2 6-4
25-Aug-2025,US Open,Hard,Ben Shelton,R128,6,135,Ben Shelton,Ignacio Buse,6-3 6-2 6-4
7-Aug-2025,Cincinnati Masters,Hard,Ben Shelton,QF,6,3,Alexander Zverev,Ben Shelton,6-2 6-2
7-Aug-2025,Cincinnati Masters,Hard,Ben Shelton,R16,6,26,Ben Shelton,Jiri Lehecka,6-4 6-4
7-Aug-2025,Cincinnati Masters,Hard,Ben Shelton,R32,6,53,Ben Shelton,Roberto Bautista Agut,7-6(3) 6-3
7-Aug-2025,Cincinnati Masters,Hard,Ben Shelton,R64,6,47,Ben Shelton,Camilo Ugo Carabelli,6-3 3-1 RET
27-Jul-2025,Canada Masters,Hard,Ben Shelton,F,7,16,Ben Shelton,Karen Khachanov,6-7(5) 6-4 7-6(3)
27-Jul-2025,Canada Masters,Hard,Ben Shelton,SF,7,4,Ben Shelton,Taylor Fritz,6-4 6-3
27-Jul-2025,Canada Masters,Hard,Ben Shelton,QF,7,8,Ben Shelton,Alex De Minaur,6-3 6-4
27-Jul-2025,Canada Masters,Hard,Ben Shelton,R16,7,17,Ben Shelton,Flavio Cobolli,6-4 4-6 7-6(1)
27-Jul-2025,Canada Masters,Hard,Ben Shelton,R32,7,32,Ben Shelton,Brandon Nakashima,6-7(8) 6-2 7-6(5)
27-Jul-2025,Canada Masters,Hard,Ben Shelton,R64,7,94,Ben Shelton,Adrian Mannarino,6-2 6-3
21-Jul-2025,Washington,Hard,Ben Shelton,SF,8,26,Alejandro Davidovich Fokina,Ben Shelton,6-2 7-5
21-Jul-2025,Washington,Hard,Ben Shelton,QF,8,11,Ben Shelton,Frances Tiafoe,7-6(2) 6-4
21-Jul-2025,Washington,Hard,Ben Shelton,R16,8,35,Ben Shelton,Gabriel Diallo,6-3 6-2
21-Jul-2025,Washington,Hard,Ben Shelton,R32,8,95,Ben Shelton,Mackenzie Mcdonald,6-3 6-4
30-Jun-2025,Wimbledon,Grass,Ben Shelton,QF,10,1,Jannik Sinner,Ben Shelton,7-6(2) 6-4 6-4
30-Jun-2025,Wimbledon,Grass,Ben Shelton,R16,10,47,Ben Shelton,Lorenzo Sonego,3-6 6-1 7-6(1) 7-5
30-Jun-2025,Wimbledon,Grass,Ben Shelton,R32,10,105,Ben Shelton,Marton Fucsovics,6-3 7-6(4) 6-2
30-Jun-2025,Wimbledon,Grass,Ben Shelton,R64,10,87,Ben Shelton,Rinky Hijikata,6-2 7-5 6-4
30-Jun-2025,Wimbledon,Grass,Ben Shelton,R128,10,179,Ben Shelton,Alex Bolt,6-4 7-6(1) 7-6(4)
22-Jun-2025,Mallorca,Grass,Ben Shelton,R16,10,67,Learner Tien,Ben Shelton,6-4 7-6(2)
16-Jun-2025,Queen's Club,Grass,Ben Shelton,R32,10,80,Arthur Rinderknech,Ben Shelton,7-6(5) 7-6(4)
9-Jun-2025,Stuttgart,Grass,Ben Shelton,SF,12,3,Alexander Zverev,Ben Shelton,7-6(8) 7-6(1)
9-Jun-2025,Stuttgart,Grass,Ben Shelton,QF,12,33,Ben Shelton,Jiri Lehecka,6-4 6-4
9-Jun-2025,Stuttgart,Grass,Ben Shelton,R16,12,132,Ben Shelton,Pierre Hugues Herbert,7-6(4) 7-5
26-May-2025,Roland Garros,Clay,Ben Shelton,R16,13,2,Carlos Alcaraz,Ben Shelton,7-6(8) 6-3 4-6 6-4
26-May-2025,Roland Garros,Clay,Ben Shelton,R32,13,167,Ben Shelton,Matteo Gigante,6-3 6-3 6-4
26-May-2025,Roland Garros,Clay,Ben Shelton,R64,13,83,Ben Shelton,Hugo Gaston,W/O
26-May-2025,Roland Garros,Clay,Ben Shelton,R128,13,44,Ben Shelton,Lorenzo Sonego,6-4 4-6 3-6 6-2 6-3
7-May-2025,Rome Masters,Clay,Ben Shelton,R64,13,66,Jaume Munar,Ben Shelton,6-2 6-1
23-Apr-2025,Madrid Masters,Clay,Ben Shelton,R32,13,23,Jakub Mensik,Ben Shelton,6-1 6-4
23-Apr-2025,Madrid Masters,Clay,Ben Shelton,R64,13,85,Ben Shelton,Mariano Navone,4-6 7-6(5) 6-3
14-Apr-2025,Munich,Clay,Ben Shelton,F,15,3,Alexander Zverev,Ben Shelton,6-2 6-4
14-Apr-2025,Munich,Clay,Ben Shelton,SF,15,22,Ben Shelton,Francisco Cerundolo,2-6 7-6(7) 6-4
14-Apr-2025,Munich,Clay,Ben Shelton,QF,15,47,Ben Shelton,Luciano Darderi,6-4 6-3
14-Apr-2025,Munich,Clay,Ben Shelton,R16,15,89,Ben Shelton,Botic Van De Zandschulp,7-6(1) 6-3
14-Apr-2025,Munich,Clay,Ben Shelton,R32,15,410,Ben Shelton,Borna Gojo,4-6 7-6(6) 7-6(3)
30-Mar-2026,Houston,Clay,Tommy Paul,F,21,77,Tommy Paul,Roman Andres Burruchaga,6-1 3-6 7-5
30-Mar-2026,Houston,Clay,Tommy Paul,SF,21,18,Tommy Paul,Frances Tiafoe,7-5 4-6 7-6(7)
30-Mar-2026,Houston,Clay,Tommy Paul,QF,21,31,Tommy Paul,Tomas Martin Etcheverry,6-4 6-2
30-Mar-2026,Houston,Clay,Tommy Paul,R16,21,101,Tommy Paul,Adolfo Daniel Vallejo,3-6 6-4 6-4
18-Mar-2026,Miami Masters,Hard,Tommy Paul,QF,23,31,Arthur Fils,Tommy Paul,6-7(3) 7-6(4) 7-6(6)
18-Mar-2026,Miami Masters,Hard,Tommy Paul,R16,23,32,Tommy Paul,Tomas Martin Etcheverry,6-1 6-3
18-Mar-2026,Miami Masters,Hard,Tommy Paul,R32,23,72,Tommy Paul,Raphael Collignon,6-2 3-6 7-6(5)
18-Mar-2026,Miami Masters,Hard,Tommy Paul,R64,23,43,Tommy Paul,Adrian Mannarino,6-2 2-6 6-4
4-Mar-2026,Indian Wells Masters,Hard,Tommy Paul,R32,24,35,Joao Fonseca,Tommy Paul,6-2 6-3
4-Mar-2026,Indian Wells Masters,Hard,Tommy Paul,R64,24,47,Tommy Paul,Zizou Bergs,6-1 6-2
16-Feb-2026,Delray Beach,Hard,Tommy Paul,F,24,50,Sebastian Korda,Tommy Paul,6-4 6-3
16-Feb-2026,Delray Beach,Hard,Tommy Paul,SF,24,23,Tommy Paul,Learner Tien,4-6 6-4 6-3
16-Feb-2026,Delray Beach,Hard,Tommy Paul,QF,24,8,Tommy Paul,Taylor Fritz,6-4 6-3
16-Feb-2026,Delray Beach,Hard,Tommy Paul,R16,24,93,Tommy Paul,Adam Walton,7-6(11) 6-3
16-Feb-2026,Delray Beach,Hard,Tommy Paul,R32,24,34,Tommy Paul,Corentin Moutet,4-6 6-3 6-4
9-Feb-2026,Dallas,Hard,Tommy Paul,R16,24,66,Miomir Kecmanovic,Tommy Paul,5-7 6-4 6-4
9-Feb-2026,Dallas,Hard,Tommy Paul,R32,24,45,Tommy Paul,Jenson Brooksby,4-6 6-4 7-6(4)
7-Feb-2026,Davis Cup QLS R1: USA vs HUN,Clay,Tommy Paul,RR,22,176,Tommy Paul,Zsombor Piros,7-6(3) 6-3
19-Jan-2026,Australian Open,Hard,Tommy Paul,R16,20,1,Carlos Alcaraz,Tommy Paul,7-6(6) 6-4 7-5
19-Jan-2026,Australian Open,Hard,Tommy Paul,R32,20,14,Tommy Paul,Alejandro Davidovich Fokina,6-1 6-1 0-0 RET
19-Jan-2026,Australian Open,Hard,Tommy Paul,R64,20,103,Tommy Paul,Thiago Agustin Tirante,6-3 6-4 6-2
19-Jan-2026,Australian Open,Hard,Tommy Paul,R128,20,56,Tommy Paul,Aleksandar Kovacevic,6-4 6-3 6-3
12-Jan-2026,Adelaide,Hard,Tommy Paul,SF,21,35,Tomas Machac,Tommy Paul,2-6 6-3 6-3
12-Jan-2026,Adelaide,Hard,Tommy Paul,QF,21,87,Tommy Paul,Aleksandar Vukic,6-3 6-2
12-Jan-2026,Adelaide,Hard,Tommy Paul,R16,21,62,Tommy Paul,Reilly Opelka,6-4 6-4
4-Jan-2026,Brisbane,Hard,Tommy Paul,R32,20,67,Giovanni Mpetshi Perricard,Tommy Paul,7-6(2) 3-6 7-6(6)
25-Aug-2025,US Open,Hard,Tommy Paul,R32,14,24,Alexander Bublik,Tommy Paul,7-6(5) 6-7(4) 6-3 6-7(5) 6-1
25-Aug-2025,US Open,Hard,Tommy Paul,R64,14,41,Tommy Paul,Nuno Borges,7-6(6) 6-3 5-7 5-7 7-5
25-Aug-2025,US Open,Hard,Tommy Paul,R128,14,109,Tommy Paul,Elmer Moller,6-3 6-3 6-1
7-Aug-2025,Cincinnati Masters,Hard,Tommy Paul,R32,16,89,Adrian Mannarino,Tommy Paul,5-7 6-3 6-4
7-Aug-2025,Cincinnati Masters,Hard,Tommy Paul,R64,16,66,Tommy Paul,Pedro Martinez,6-2 6-2
30-Jun-2025,Wimbledon,Grass,Tommy Paul,R64,13,165,Sebastian Ofner,Tommy Paul,1-6 7-5 6-4 7-5
30-Jun-2025,Wimbledon,Grass,Tommy Paul,R128,13,224,Tommy Paul,Johannus Monday,6-4 6-4 6-2
23-Jun-2025,Eastbourne,Grass,Tommy Paul,R16,13,170,Daniel Evans,Tommy Paul,6-4 3-6 6-3
26-May-2025,Roland Garros,Clay,Tommy Paul,QF,12,2,Carlos Alcaraz,Tommy Paul,6-0 6-1 6-4
26-May-2025,Roland Garros,Clay,Tommy Paul,R16,12,25,Tommy Paul,Alexei Popyrin,6-3 6-3 6-3
26-May-2025,Roland Garros,Clay,Tommy Paul,R32,12,24,Tommy Paul,Karen Khachanov,6-3 3-6 7-6(7) 3-6 6-3
26-May-2025,Roland Garros,Clay,Tommy Paul,R64,12,124,Tommy Paul,Marton Fucsovics,4-6 2-6 6-3 7-5 6-4
26-May-2025,Roland Garros,Clay,Tommy Paul,R128,12,112,Tommy Paul,Elmer Moller,6-7(5) 6-2 6-3 6-1
7-May-2025,Rome Masters,Clay,Tommy Paul,SF,12,1,Jannik Sinner,Tommy Paul,1-6 6-0 6-3
7-May-2025,Rome Masters,Clay,Tommy Paul,QF,12,31,Tommy Paul,Hubert Hurkacz,7-6(4) 6-3
7-May-2025,Rome Masters,Clay,Tommy Paul,R16,12,8,Tommy Paul,Alex De Minaur,7-5 6-3
7-May-2025,Rome Masters,Clay,Tommy Paul,R32,12,20,Tommy Paul,Tomas Machac,6-3 6-7(5) 6-4
7-May-2025,Rome Masters,Clay,Tommy Paul,R64,12,56,Tommy Paul,Roberto Bautista Agut,6-1 6-4
23-Apr-2025,Madrid Masters,Clay,Tommy Paul,R16,12,6,Jack Draper,Tommy Paul,6-2 6-2
23-Apr-2025,Madrid Masters,Clay,Tommy Paul,R32,12,25,Tommy Paul,Karen Khachanov,6-3 3-6 6-2
23-Apr-2025,Madrid Masters,Clay,Tommy Paul,R64,12,65,Tommy Paul,Joao Fonseca,7-6(7) 7-6(3)
5-Apr-2026,Monte-Carlo,Clay,Alexander Bublik,R16,11,13,,,Live Scores
5-Apr-2026,Monte-Carlo,Clay,Alexander Bublik,R32,11,199,Alexander Bublik,Gael Monfils,6-4 6-4
18-Mar-2026,Miami Masters,Hard,Alexander Bublik,R64,11,68,Matteo Berrettini,Alexander Bublik,6-4 6-4
4-Mar-2026,Indian Wells Masters,Hard,Alexander Bublik,R32,10,117,Rinky Hijikata,Alexander Bublik,6-7(3) 7-6(3) 6-3
4-Mar-2026,Indian Wells Masters,Hard,Alexander Bublik,R64,10,62,Alexander Bublik,Vit Kopriva,3-6 7-6(3) 6-2
23-Feb-2026,Dubai,Hard,Alexander Bublik,R16,10,25,Tallon Griekspoor,Alexander Bublik,6-3 7-6(4)
23-Feb-2026,Dubai,Hard,Alexander Bublik,R32,10,80,Alexander Bublik,Jan Lennard Struff,6-3 6-4
9-Feb-2026,Rotterdam,Hard,Alexander Bublik,SF,10,6,Felix Auger Aliassime,Alexander Bublik,6-1 6-2
9-Feb-2026,Rotterdam,Hard,Alexander Bublik,QF,10,37,Alexander Bublik,Jaume Munar,6-4 6-7(4) 7-6(3)
9-Feb-2026,Rotterdam,Hard,Alexander Bublik,R16,10,82,Alexander Bublik,Jan Lennard Struff,7-6(2) 4-6 6-3
9-Feb-2026,Rotterdam,Hard,Alexander Bublik,R32,10,70,Alexander Bublik,Hubert Hurkacz,6-7(2) 7-6(1) 7-5
6-Feb-2026,Davis Cup WG1 PO: KAZ vs MON,Hard,Alexander Bublik,RR,10,,Alexander Bublik,Hugo Nys,6-0 6-3
6-Feb-2026,Davis Cup WG1 PO: KAZ vs MON,Hard,Alexander Bublik,RR,10,27,Valentin Vacherot,Alexander Bublik,7-6(4) 7-6(7)
19-Jan-2026,Australian Open,Hard,Alexander Bublik,R16,10,6,Alex De Minaur,Alexander Bublik,6-4 6-1 6-1
19-Jan-2026,Australian Open,Hard,Alexander Bublik,R32,10,62,Alexander Bublik,Tomas Martin Etcheverry,7-6(4) 7-6(5) 6-4
19-Jan-2026,Australian Open,Hard,Alexander Bublik,R64,10,54,Alexander Bublik,Marton Fucsovics,7-5 6-4 7-5
19-Jan-2026,Australian Open,Hard,Alexander Bublik,R128,10,48,Alexander Bublik,Jenson Brooksby,6-4 6-4 6-4
5-Jan-2026,Hong Kong,Hard,Alexander Bublik,F,11,7,Alexander Bublik,Lorenzo Musetti,7-6(2) 6-3
5-Jan-2026,Hong Kong,Hard,Alexander Bublik,SF,11,64,Alexander Bublik,Marcos Giron,3-6 6-4 6-2
5-Jan-2026,Hong Kong,Hard,Alexander Bublik,QF,11,406,Alexander Bublik,Juncheng Shang,6-1 7-6(2)
5-Jan-2026,Hong Kong,Hard,Alexander Bublik,R16,11,75,Alexander Bublik,Botic Van De Zandschulp,6-3 6-3
2-Nov-2025,Metz,Hard,Alexander Bublik,R16,13,222,Vitaliy Sachko,Alexander Bublik,7-5 3-6 7-5
27-Oct-2025,Paris Masters,Hard,Alexander Bublik,SF,16,10,Felix Auger Aliassime,Alexander Bublik,7-6(3) 6-4
27-Oct-2025,Paris Masters,Hard,Alexander Bublik,QF,16,6,Alexander Bublik,Alex De Minaur,6-7(5) 6-4 7-5
27-Oct-2025,Paris Masters,Hard,Alexander Bublik,R16,16,4,Alexander Bublik,Taylor Fritz,7-6(5) 6-2
27-Oct-2025,Paris Masters,Hard,Alexander Bublik,R32,16,32,Alexander Bublik,Corentin Moutet,6-3 7-5
27-Oct-2025,Paris Masters,Hard,Alexander Bublik,R64,16,47,Alexander Bublik,Alexei Popyrin,6-4 6-3
20-Oct-2025,Vienna,Hard,Alexander Bublik,QF,16,2,Jannik Sinner,Alexander Bublik,6-4 6-4
20-Oct-2025,Vienna,Hard,Alexander Bublik,R16,16,21,Alexander Bublik,Francisco Cerundolo,6-4 6-2
20-Oct-2025,Vienna,Hard,Alexander Bublik,R32,16,75,Alexander Bublik,Alejandro Tabilo,6-4 6-4
1-Oct-2025,Shanghai Masters,Hard,Alexander Bublik,R64,17,204,Valentin Vacherot,Alexander Bublik,3-6 6-3 6-4
25-Sep-2025,Beijing,Hard,Alexander Bublik,R32,16,60,Adrian Mannarino,Alexander Bublik,6-3 6-2
17-Sep-2025,Hangzhou,Hard,Alexander Bublik,F,19,88,Alexander Bublik,Valentin Royer,7-6(4) 7-6(4)
17-Sep-2025,Hangzhou,Hard,Alexander Bublik,SF,19,196,Alexander Bublik,Yibing Wu,6-3 6-3
17-Sep-2025,Hangzhou,Hard,Alexander Bublik,QF,19,99,Alexander Bublik,Dalibor Svrcina,6-1 6-1
17-Sep-2025,Hangzhou,Hard,Alexander Bublik,R16,19,93,Alexander Bublik,Aleksandar Vukic,6-7(6) 6-4 6-4
12-Sep-2025,Davis Cup WG1 R1: KOR vs KAZ,Hard,Alexander Bublik,RR,19,478,Soon Woo Kwon,Alexander Bublik,7-6(6) 3-0 RET
25-Aug-2025,US Open,Hard,Alexander Bublik,R16,24,1,Jannik Sinner,Alexander Bublik,6-1 6-1 6-1
25-Aug-2025,US Open,Hard,Alexander Bublik,R32,24,14,Alexander Bublik,Tommy Paul,7-6(5) 6-7(4) 6-3 6-7(5) 6-1
25-Aug-2025,US Open,Hard,Alexander Bublik,R64,24,96,Alexander Bublik,Tristan Schoolkate,6-3 6-3 6-3
25-Aug-2025,US Open,Hard,Alexander Bublik,R128,24,62,Alexander Bublik,Marin Cilic,6-4 6-1 6-4
21-Jul-2025,Kitzbuhel,Clay,Alexander Bublik,F,30,100,Alexander Bublik,Arthur Cazaux,6-4 6-3
21-Jul-2025,Kitzbuhel,Clay,Alexander Bublik,SF,30,103,Alexander Bublik,Botic Van De Zandschulp,6-3 6-4
21-Jul-2025,Kitzbuhel,Clay,Alexander Bublik,QF,30,110,Alexander Bublik,Alexander Shevchenko,6-4 6-2
21-Jul-2025,Kitzbuhel,Clay,Alexander Bublik,R16,30,130,Alexander Bublik,Thiago Agustin Tirante,6-3 6-4
14-Jul-2025,Gstaad,Clay,Alexander Bublik,F,34,109,Alexander Bublik,Juan Manuel Cerundolo,6-4 4-6 6-3
14-Jul-2025,Gstaad,Clay,Alexander Bublik,SF,34,116,Alexander Bublik,Arthur Cazaux,6-1 7-5
14-Jul-2025,Gstaad,Clay,Alexander Bublik,QF,34,74,Alexander Bublik,Francisco Comesana,6-4 6-3
14-Jul-2025,Gstaad,Clay,Alexander Bublik,R16,34,101,Alexander Bublik,Alexander Shevchenko,6-2 6-3
30-Jun-2025,Wimbledon,Grass,Alexander Bublik,R128,31,55,Jaume Munar,Alexander Bublik,6-4 3-6 4-6 7-6(5) 6-2
16-Jun-2025,Halle,Grass,Alexander Bublik,F,45,11,Alexander Bublik,Daniil Medvedev,6-3 7-6(4)
16-Jun-2025,Halle,Grass,Alexander Bublik,SF,45,22,Alexander Bublik,Karen Khachanov,4-6 7-6(5) 6-4
16-Jun-2025,Halle,Grass,Alexander Bublik,QF,45,23,Alexander Bublik,Tomas Machac,7-6(2) 6-3
16-Jun-2025,Halle,Grass,Alexander Bublik,R16,45,1,Alexander Bublik,Jannik Sinner,3-6 6-3 6-4
16-Jun-2025,Halle,Grass,Alexander Bublik,R32,45,40,Alexander Bublik,Alexandre Muller,6-4 6-4
26-May-2025,Roland Garros,Clay,Alexander Bublik,QF,62,1,Jannik Sinner,Alexander Bublik,6-1 7-5 6-0
